"","id","price_day","f_property_type","f_neighbourhood","n_accommodates","n_bathrooms","n_minimum_nights","n_beds","n_review_scores_rating","n_number_of_reviews","n_bedrooms","d_instant_bookable","d_wifi","d_refrigerator","d_air_conditioning","d_baby","d_beach","d_stove","d_free_parking","d_office","d_coffee_maker","d_garden","d_gym"
"12810",745388455491556864,867,"rental","Fatih",4,1,7,2,4,2,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"12811",745399049432900096,800,"rental","Sisli",6,1,7,1,5,1,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"12812",745431156259685248,3143,"rental","Kadikoy",2,1,1,1,5,2,1,"f","1","1","0","1","1","1","1","0","1","0","1"
"12813",745432071420205312,1900,"rental","Besiktas",6,1,1,2,4.83,0,2,"t","1","1","0","0","0","1","1","0","1","0","0"
"12814",745458334289914624,3000,"rental","Maltepe",4,1,1,2,4.83,0,1,"t","1","0","0","0","0","0","1","0","0","0","0"
"12815",745474972967154560,1216,"rental","Beyoglu",2,1,3,1,5,3,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"12816",745475475832470656,1200,"rental","Beyoglu",2,1,4,1,4.83,0,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"12817",745477129309553280,3000,"rental","Kadikoy",5,1.5,3,3,4,1,2,"t","1","1","0","0","0","0","1","0","1","0","0"
"12818",745488092894355712,873,"rental","Beyoglu",3,1,3,1,4.83,0,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"12819",745489605681153280,3261,"rental","Sisli",6,2,1,3,5,3,2,"t","1","1","1","0","0","0","0","0","1","0","0"
"12820",745494430973455104,2381,"apartment","Beyoglu",4,1,1,2,4.83,0,1,"t","1","0","0","0","0","0","0","0","0","0","0"
"12821",745516477303798784,1300,"rental","Besiktas",5,1,3,1,4.83,0,1,"f","1","0","0","0","0","0","1","0","0","0","0"
"12822",745523833675304064,1229,"rental","Kadikoy",2,1,10,1,4.83,0,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"12823",745560370084927104,1250,"rental","Umraniye",4,1,14,3,4.83,0,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"12824",745565093251406208,670,"rental","Sancaktepe",5,1,5,2,4,1,2,"f","1","1","0","0","0","1","1","0","0","0","0"
"12825",745585123140051072,1230,"rental","Sisli",2,1,3,1,5,2,1,"t","1","0","0","0","0","0","0","0","0","0","0"
"12826",745599407482221184,1584,"rental","Beyoglu",3,1,2,1,5,1,1,"t","1","1","0","0","0","1","0","0","1","0","0"
"12827",745609589745618176,1043,"rental","Besiktas",4,1,3,3,5,4,2,"f","1","1","0","0","0","1","0","0","0","1","0"
"12828",745610954006986496,842,"apartment","Sisli",3,1,7,1,5,1,1,"t","1","0","1","0","0","0","1","0","1","0","1"
"12829",745619881120139264,500,"rental","Esenyurt",2,1,7,1,4.83,0,NA,"f","1","1","1","0","0","0","1","0","0","0","1"
"12830",745648310075213568,636,"rental","Maltepe",2,1,10,1,5,1,NA,"f","0","0","0","0","0","1","0","0","0","0","0"
"12831",745686704219334272,1600,"rental","Besiktas",3,1,4,2,4.83,0,2,"f","1","1","1","0","0","1","0","0","0","0","0"
"12832",745697271382410880,1554,"rental","Bahcelievler",4,1,1,1,4.83,0,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"12833",745700561247268864,1341,"rental","Beyoglu",4,1,3,2,4.83,0,1,"t","1","0","0","0","0","1","1","0","0","0","0"
"12834",745704200030819456,1341,"rental","Beyoglu",4,1,3,2,4.83,0,1,"t","1","0","0","0","0","1","0","0","0","0","0"
"12835",745704336317244800,1341,"rental","Beyoglu",4,1,3,2,4.83,0,1,"t","1","0","0","0","0","1","1","0","0","0","0"
"12836",745723415353489024,1443,"rental","Besiktas",4,1,1,2,4.33,3,2,"f","1","1","1","0","0","1","1","0","1","0","1"
"12837",745725724081956992,2500,"rental","Uskudar",4,1,6,2,5,1,1,"t","1","1","1","0","0","0","1","0","0","0","1"
"12838",745910616569058048,1200,"rental","Pendik",4,1,1,3,4.83,0,1,"t","1","1","1","0","0","0","1","0","1","0","0"
"12839",745925692530031744,2000,"rental","Besiktas",2,1,1,1,4.83,0,1,"f","1","1","0","1","1","0","0","0","1","1","0"
"12840",745949558013648000,2246,"rental","Maltepe",4,2,1,2,4.83,0,2,"f","1","0","0","0","0","0","0","0","1","0","0"
"12841",745988249071474304,1005,"rental","Uskudar",3,1,1,2,4.83,0,2,"f","1","1","0","0","0","0","1","0","0","0","1"
"12842",745995941653817216,1000,"rental","Sisli",3,1,1,2,4.83,0,1,"t","0","0","0","0","0","0","0","0","0","0","0"
"12843",746019281145163136,2807,"rental","Bagcilar",5,1,10,4,4.83,0,2,"f","1","0","1","0","0","0","1","0","0","0","0"
"12844",746024672697869824,1403,"apartment","Basaksehir",4,1,2,1,4.83,0,1,"f","1","1","1","0","0","1","1","0","1","0","0"
"12845",746042173273989504,4776,"rental","Uskudar",6,2,1,4,4.83,0,3,"t","1","1","1","0","0","0","0","0","0","0","0"
"12846",746053928715653632,1088,"rental","Kadikoy",2,1,3,1,4.8,5,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"12847",746073726340814720,869,"rental","Sisli",2,1,3,1,5,3,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"12848",746115071713857792,1393,"rental","Beyoglu",5,1,1,2,5,7,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"12849",746125231720948224,850,"rental","Kartal",2,1,1,1,4.75,4,1,"f","0","1","1","0","0","0","1","0","0","1","0"
"12850",746133752109352832,1978,"rental","Beyoglu",2,1,3,1,4.83,0,NA,"f","1","0","1","0","0","0","0","0","0","0","0"
"12851",746133756509058560,2000,"rental","Fatih",4,1,3,2,4.83,0,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"12852",746141990500602624,1850,"rental","Sisli",5,1,20,2,4.83,0,2,"t","1","1","0","0","1","1","0","0","1","0","0"
"12853",746143878012427520,3108,"rental","Besiktas",2,1,3,1,4.83,0,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"12854",746144206510872448,2311,"rental","Besiktas",2,1,3,1,4.83,0,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"12855",746151825378882048,861,"rental","Esenyurt",2,1,14,2,5,1,1,"t","1","1","1","0","0","0","1","0","0","0","0"
"12856",746154342597207040,1786,"rental","Besiktas",3,1,3,1,5,1,1,"f","1","1","1","0","0","0","0","0","1","0","0"
"12857",746158157922782848,1000,"rental","Beyoglu",3,1,1,1,4.83,0,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"12858",746163806771110272,1250,"apartment","Bagcilar",4,1,1,2,4,1,1,"t","1","1","1","0","0","0","1","0","1","0","0"
"12859",746166741040986752,1396,"rental","Sisli",5,1,2,2,4,1,2,"t","1","1","0","0","0","0","1","0","0","0","0"
"12860",746168022539713664,1083,"rental","Sisli",3,1,2,2,4.5,2,1,"t","1","1","0","1","0","1","0","0","1","0","0"
"12861",746192200474585088,729,"rental","Fatih",3,1,8,2,5,1,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"12862",746197314417900672,2339,"rental","Kagithane",3,1.5,30,2,4.83,0,2,"f","1","1","0","0","0","0","1","0","1","0","1"
"12863",746201325054741248,736,"rental","Fatih",4,1,4,2,4.25,4,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"12864",746231382893125376,2214,"rental","Sisli",5,1,1,2,5,1,2,"t","1","1","1","0","0","1","1","0","1","0","0"
"12865",746242382668089216,1000,"rental","Sisli",2,1,1,1,4.83,0,1,"t","1","1","0","0","0","1","0","0","0","0","1"
"12866",746293103258778368,3367,"apartment","Beyoglu",3,1,1,2,4.83,0,2,"t","1","1","1","0","0","0","0","0","1","0","0"
"12867",746294066637017728,1759,"rental","Atasehir",4,1,1,1,4.83,0,2,"t","1","1","1","0","0","1","0","0","1","0","1"
"12868",746325688572835840,2446,"rental","Beyoglu",5,1,1,2,4.88,8,2,"t","1","1","0","1","0","1","0","0","1","0","0"
"12869",746349633778654976,850,"rental","Sisli",3,1,2,3,4.83,0,2,"f","1","1","0","0","0","0","0","0","0","0","0"
"12870",746356810404011776,1321,"rental","Kagithane",2,1,4,2,4.83,0,1,"t","1","1","0","0","0","1","1","0","0","0","0"
"12871",746363990063865344,1371,"rental","Sisli",2,1.5,1,1,5,8,1,"f","1","1","0","0","0","0","1","0","0","0","0"
"12872",746396822949347968,3905,"rental","Besiktas",2,1,3,1,4.83,0,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"12873",746397556117753344,671,"rental","Beyoglu",2,1,3,1,5,2,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"12874",746398193695976704,6216,"rental","Besiktas",4,1,3,2,4.83,0,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"12875",746401429692359168,7810,"rental","Besiktas",4,1,3,2,4.83,0,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"12876",746407632437409024,10998,"rental","Besiktas",6,2,3,3,4.83,0,3,"t","1","0","1","0","0","0","1","0","0","0","0"
"12877",746407757230213504,1198,"rental","Fatih",3,1,15,3,5,1,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"12878",746419044792929280,1000,"rental","Besiktas",4,1,2,1,4.83,0,1,"f","1","1","0","0","0","0","0","0","1","0","0"
"12879",746428138912447744,1357,"rental","Besiktas",6,1,1,2,4.88,24,2,"t","1","1","0","0","0","1","0","0","0","1","0"
"12880",746457847007990528,2053,"rental","Besiktas",5,1,2,4,4.8,5,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12881",746481053639541632,1593,"rental","Sisli",6,1,1,2,4.83,0,1,"t","1","1","1","0","0","1","1","0","1","0","0"
"12882",746517710977398528,728,"rental","Fatih",2,1,4,1,4.83,0,1,"f","1","1","0","0","1","1","1","0","1","1","0"
"12883",746569434881521536,1350,"rental","Fatih",4,1.5,5,1,4.83,0,2,"f","0","1","0","0","0","1","0","0","0","1","0"
"12884",746726489162093184,1014,"rental","Sisli",4,1,3,3,5,3,2,"f","1","1","0","0","0","1","1","0","1","0","0"
"12885",746755444855898112,2059,"rental","Besiktas",4,1.5,2,2,4.83,0,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"12886",746762063989985152,914,"rental","Beyoglu",2,1,1,1,4,1,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"12887",746787603153291776,1871,"rental","Bakirkoy",4,1,5,2,5,1,2,"t","1","1","1","0","1","1","0","0","1","0","0"
"12888",746798015551475072,850,"rental","Kartal",3,1,7,3,4.83,0,2,"t","1","0","0","0","0","0","1","0","0","0","0"
"12889",746809266526021760,1216,"rental","Sisli",4,1,10,2,4.83,0,2,"t","1","0","0","0","0","0","0","0","0","0","0"
"12890",746831343991674496,1113,"rental","Fatih",3,1,2,2,5,7,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12891",746850137883955072,999,"apartment","Beyoglu",2,1,1,1,4.83,0,1,"t","1","0","0","0","0","0","0","0","0","0","0"
"12892",746858457733022336,879,"rental","Besiktas",4,1,1,2,4.83,0,1,"f","1","0","1","0","0","1","0","0","0","0","0"
"12893",746858514654981504,593,"rental","Esenyurt",4,1,28,1,4.83,0,1,"f","1","0","0","0","0","0","1","0","0","0","0"
"12894",746866379825328384,1600,"rental","Beyoglu",4,1,7,3,4.83,0,1,"f","1","0","0","0","0","0","1","0","0","0","0"
"12895",746878567210015232,5240,"rental","Sisli",6,2,10,5,4.83,0,2,"f","1","1","1","1","0","1","1","0","0","0","0"
"12896",746886211626501632,3154,"rental","Kadikoy",4,1,3,2,4.83,0,1,"f","1","1","1","0","0","1","1","0","1","0","0"
"12897",746886743157769216,729,"rental","Atasehir",4,1,1,3,4.83,0,2,"t","1","1","0","0","0","0","0","0","0","0","0"
"12898",746889380767508480,1571,"rental","Beyoglu",3,1,1,2,4.83,0,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"12899",746890618005546752,734,"rental","Esenyurt",2,1,1,1,4.17,6,1,"t","1","0","0","0","0","0","1","0","0","0","0"
"12900",746896883571362304,1500,"rental","Sisli",3,1,7,1,4.83,0,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"12901",746907683346865664,1871,"rental","Beyoglu",4,1,4,2,4.83,0,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"12902",746932620037028608,1500,"rental","Sisli",3,1,1,2,4.83,0,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"12903",746959660188619392,2259,"rental","Beyoglu",5,2,3,3,5,5,3,"t","1","1","1","0","0","1","0","0","1","0","0"
"12904",746966392086314880,700,"rental","Beyoglu",3,1,3,1,4.83,0,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"12905",746978784955588224,2464,"apartment","Sisli",3,1,1,1,4.83,0,1,"f","1","1","0","0","0","0","1","0","1","0","0"
"12906",747005025629688448,1085,"rental","Beyoglu",6,1,2,2,4.83,0,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"12907",747020551787871616,850,"rental","Kagithane",3,2,3,3,4.83,0,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"12908",747029829612153088,936,"rental","Kadikoy",2,1,1,1,4.67,3,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"12909",747049698663870464,1310,"rental","Bahcelievler",6,1,10,3,4.83,0,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"12910",747053835694718336,700,"rental","Umraniye",3,1.5,2,2,5,3,1,"t","1","1","1","1","0","1","1","0","0","0","0"
"12911",747058260152798208,686,"rental","Beyoglu",2,1,1,1,4.83,0,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"12912",747066996549549952,1167,"rental","Sisli",4,1,1,1,2,1,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"12913",747067613598962816,1300,"rental","Fatih",3,1,3,2,5,1,2,"f","1","1","1","0","0","1","0","0","0","0","0"
"12914",747076457115733120,2507,"rental","Sariyer",4,1,1,3,4.83,0,1,"f","1","1","1","0","0","1","1","0","0","0","0"
"12915",747093933799228544,1000,"rental","Kagithane",5,1,1,4,4.83,0,1,"f","1","1","0","0","1","1","0","0","1","0","0"
"12916",747139567439258112,1100,"rental","Sisli",3,1,7,1,5,1,1,"t","1","1","0","1","0","1","0","0","1","0","0"
"12917",747159732095917952,893,"rental","Sisli",6,1,2,4,5,1,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"12918",747188633175416320,7111,"rental","Sisli",6,2.5,7,6,4.83,0,3,"t","1","0","1","0","0","0","1","0","1","0","0"
"12919",747231498802732928,1150,"rental","Esenyurt",2,1,7,1,4.83,0,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"12920",747244687812228864,1270,"rental","Sisli",2,1,1,1,4.83,0,1,"t","0","0","0","0","0","0","0","0","0","0","0"
"12921",747256269974754688,1176,"rental","Esenyurt",2,1,28,1,4.83,0,1,"t","0","0","1","0","1","0","0","0","0","1","0"
"12922",747440753005997568,973,"rental","Beyoglu",2,1,1,4,5,4,1,"f","1","0","0","0","0","0","1","0","0","0","0"
"12923",747444971072671104,946,"rental","Fatih",4,1,3,2,4,1,2,"f","1","1","1","0","0","0","0","0","0","0","0"
"12924",747461879975528192,1643,"rental","Bahcelievler",4,2,1,3,4.83,0,2,"t","1","1","0","0","0","0","0","0","0","0","0"
"12925",747468777322874240,1247,"rental","Fatih",2,1,1,1,4.5,2,1,"t","1","1","0","0","0","0","0","0","0","0","0"
"12926",747484467039475456,3061,"rental","Beyoglu",4,1,3,1,4.5,4,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"12927",747496084933757184,914,"rental","Beyoglu",2,1,1,1,4.83,0,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"12928",747497568112792704,857,"rental","Beyoglu",2,1,1,1,4.83,0,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"12929",747502272038171648,686,"rental","Beyoglu",2,1,1,1,4.83,0,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"12930",747508273415408384,1230,"apartment","Beyoglu",2,1,2,1,4.83,0,NA,"t","1","0","1","0","0","0","0","0","0","0","0"
"12931",747518705021659520,843,"rental","Esenyurt",5,2,3,3,4.83,0,2,"t","1","1","0","0","0","0","1","0","0","0","0"
"12932",747526972884803840,5000,"rental","Besiktas",4,2,28,2,4.83,0,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"12933",747534373446638208,1390,"rental","Besiktas",3,1,2,2,5,1,2,"t","0","1","0","0","0","0","0","0","1","0","0"
"12934",747548459174583680,1244,"rental","Fatih",4,1,2,4,4,2,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12935",747550299132120576,1130,"rental","Fatih",3,1,2,4,4.8,5,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12936",747552839702032256,900,"rental","Sisli",2,1,3,1,5,2,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"12937",747590534932708736,1309,"rental","Kagithane",2,1,4,2,4.83,0,1,"t","1","1","0","0","0","1","1","0","0","0","0"
"12938",747622778471534720,1764,"rental","Umraniye",4,1,1,1,4.83,0,1,"f","1","0","0","0","0","0","1","0","0","0","0"
"12939",747630966441102720,1684,"rental","Beyoglu",4,1,6,4,4.83,0,2,"t","1","1","0","0","1","1","0","0","0","0","0"
"12940",747632646539734528,1021,"apartment","Bagcilar",2,1,10,2,4.83,0,1,"f","1","1","1","0","0","0","1","0","0","0","0"
"12941",747656036209342592,8733,"apartment","Eyup",6,1,2,5,4.83,0,2,"t","1","1","0","0","0","1","1","0","0","0","0"
"12942",747680492305546624,956,"rental","Fatih",3,1,2,3,5,1,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12943",747714193772105088,3369,"rental","Basaksehir",4,2,1,2,4.83,0,2,"t","0","0","0","0","0","0","0","0","0","0","0"
"12944",747732272408288768,1011,"rental","Besiktas",2,1,2,1,4.83,0,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"12945",747737377395565824,1123,"rental","Esenyurt",6,2,7,3,4.83,0,2,"t","1","1","1","1","1","0","1","0","1","0","0"
"12946",747749405962552320,1256,"rental","Fatih",5,1.5,1,2,5,1,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"12947",747750377756050176,550,"rental","Besiktas",2,1,14,1,4.83,0,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"12948",747757883769636608,5851,"rental","Beyoglu",4,2,2,2,5,1,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"12949",747789045793895168,2243,"rental","Sisli",5,1.5,2,3,4.88,8,3,"f","1","1","1","0","0","1","0","0","1","0","0"
"12950",747811701721427456,1000,"rental","Sisli",3,1.5,1,2,4.5,2,2,"f","1","1","0","0","0","0","0","0","0","0","0"
"12951",747816775286358016,700,"rental","Beyoglu",3,1.5,2,1,4.5,2,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"12952",747820398157063680,28074,"rental","Kadikoy",2,1,15,2,4.83,0,2,"f","1","0","1","0","0","0","1","0","0","0","0"
"12953",747832864774962688,850,"rental","Beyoglu",3,1,1,1,4.67,6,NA,"f","1","0","1","0","0","1","0","0","0","0","0"
"12954",747859097982955904,1403,"rental","Sisli",2,1,3,1,5,3,NA,"t","1","0","0","0","0","1","0","0","1","0","0"
"12955",747871420767272320,2557,"rental","Kagithane",2,1,3,1,4.83,0,1,"t","1","1","1","0","0","1","1","0","0","0","1"
"12956",747894618929724928,1200,"rental","Kagithane",4,1,2,2,5,3,2,"t","1","1","1","0","0","1","0","0","0","0","0"
"12957",747984734881904384,900,"rental","Beyoglu",2,1,5,1,5,2,1,"f","1","1","0","0","0","0","0","0","0","0","0"
"12958",748134648332641408,1650,"rental","Bagcilar",4,2,5,3,5,1,2,"f","1","1","1","0","0","1","1","0","1","0","1"
"12959",748154675286680832,2045,"rental","Beyoglu",5,1,2,2,5,3,2,"t","1","1","0","0","0","1","0","0","1","0","0"
"12960",748169448331564416,1156,"rental","Fatih",3,1,2,2,4.75,4,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12961",748192575854687488,909,"rental","Avcilar",5,1,3,2,4,1,2,"t","1","1","0","0","0","0","1","0","1","0","1"
"12962",748193799104666368,896,"rental","Avcilar",5,1,3,2,5,1,2,"t","1","1","0","0","0","0","1","0","1","0","1"
"12963",748198961640568192,1227,"rental","Fatih",4,1,2,3,4.5,2,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12964",748218372711168768,1182,"rental","Uskudar",4,1,1,3,5,1,1,"f","1","1","0","0","0","0","1","0","1","0","0"
"12965",748226799082172416,1524,"rental","Kadikoy",3,1,2,2,5,1,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"12966",748230725496184960,1243,"rental","Kadikoy",3,1,2,2,4.67,3,1,"t","1","1","1","0","1","1","0","0","1","0","1"
"12967",748231764348186624,4981,"rental","Sisli",6,2,7,5,4.83,0,2,"t","1","1","1","0","0","0","1","0","0","0","0"
"12968",748259346987050112,1592,"rental","Kadikoy",2,1,1,1,5,1,1,"t","1","1","0","0","0","1","0","0","1","0","0"
"12969",748274434851488768,1286,"rental","Besiktas",4,1,7,1,4.83,0,1,"t","1","1","0","1","1","1","0","0","0","0","0"
"12970",748290393572972160,779,"rental","Beyoglu",2,1,1,1,4.2,10,1,"t","0","0","0","0","0","0","0","0","0","0","0"
"12971",748306636239823232,907,"rental","Sisli",4,1,6,1,4.83,0,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"12972",748313622338235776,2227,"rental","Besiktas",3,1,15,2,4.83,0,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"12973",748316541643181440,1711,"rental","Sisli",2,1,3,1,4.83,0,1,"t","1","1","0","0","0","0","0","0","0","0","1"
"12974",748322436712280960,700,"rental","Esenyurt",4,1.5,1,4,4,2,2,"t","1","0","0","0","0","0","1","0","0","0","0"
"12975",748324323817054592,599,"rental","Kadikoy",2,1,3,2,3.67,3,1,"f","1","1","0","0","0","0","0","0","0","1","0"
"12976",748330868394619264,1132,"rental","Kadikoy",2,1,3,1,5,4,1,"f","1","1","1","0","0","0","1","0","1","0","0"
"12977",748331828707805696,1100,"rental","Uskudar",2,1.5,28,1,4.83,0,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"12978",748336464355811712,1800,"rental","Kagithane",3,1,30,3,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"12979",748342161186251904,1500,"rental","Kadikoy",3,1,1,2,2,1,1,"f","1","1","0","0","1","0","0","0","1","1","0"
"12980",748350182819005952,1000,"rental","Kagithane",3,2,3,3,4.83,0,2,"f","1","1","0","0","0","0","1","0","1","0","0"
"12981",748353292237264000,1700,"apartment","Beykoz",4,1,2,2,5,1,2,"f","1","1","0","0","0","0","1","0","1","0","0"
"12982",748380734416155008,2429,"apartment","Kadikoy",6,2,1,4,4.83,0,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"12983",748398623835110656,1139,"rental","Beyoglu",2,1,3,2,4.83,0,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"12984",748409129672237568,1084,"rental","Sisli",3,1,7,2,5,1,1,"f","1","1","0","0","0","0","1","0","0","0","0"
"12985",748459064888045184,2000,"rental","Sisli",4,1,1,1,4.83,0,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"12986",748471343196239744,2994,"rental","Sisli",5,1,3,1,4.83,0,2,"f","1","0","1","0","0","0","1","0","0","0","0"
"12987",748473639514611328,1025,"rental","Beyoglu",2,1,3,2,5,5,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"12988",748503424078996096,2510,"rental","Kadikoy",4,2,1,2,5,2,2,"t","1","1","1","0","0","0","0","0","1","0","0"
"12989",748505301794246912,2759,"rental","Sisli",6,1,4,6,4.83,0,3,"f","1","1","1","0","0","1","0","0","0","0","0"
"12990",748516952981223168,1878,"rental","Beyoglu",4,1,3,2,5,3,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"12991",748522171912802432,1100,"rental","Sisli",2,1,1,2,3,1,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"12992",748534097702817536,1029,"apartment","Kadikoy",3,1,10,1,4.83,0,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"12993",748537187512356608,916,"rental","Beyoglu",4,1,2,2,5,5,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"12994",748554178259722880,950,"rental","Beyoglu",2,1,3,1,5,6,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12995",748554794678435328,1800,"rental","Esenyurt",4,1,7,1,4.83,0,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"12996",748557490102066688,1195,"rental","Uskudar",2,1,3,3,4,1,1,"f","1","1","0","0","1","1","1","0","0","0","0"
"12997",748562501875583360,1053,"rental","Beyoglu",2,1,3,1,5,1,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12998",748572006473644672,1105,"rental","Beyoglu",2,1,3,1,4.75,4,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"12999",748608687427810432,1000,"rental","Fatih",3,1,1,1,4,1,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"13000",748687399022270464,1200,"rental","Beyoglu",3,1,2,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","1","0","0"
"13001",748776397416823936,598,"rental","Maltepe",3,1,60,2,4.83,0,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"13002",748887025179454464,1299,"rental","Fatih",4,1,2,3,5,5,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"13003",748899843958636032,1284,"rental","Fatih",4,1,2,3,4.5,4,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"13004",748900108489446656,2343,"rental","Kadikoy",3,1,10,1,4.83,0,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"13005",748924831101979264,1316,"rental","Fatih",4,1,2,3,4.5,2,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"13006",748942245053583104,1786,"rental","Beyoglu",4,1,2,2,3,1,2,"t","1","1","1","0","0","0","0","0","1","0","0"
"13007",748964016344340096,750,"rental","Uskudar",4,1,1,2,4.83,0,1,"f","1","1","0","0","0","0","0","0","0","0","0"
"13008",748981815007947264,2200,"apartment","Beyoglu",2,1,1,1,5,2,1,"t","1","0","0","0","0","1","0","0","1","0","0"
"13009",749069980717758976,375,"rental","Beyoglu",2,1,3,1,4.83,0,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"13010",749115049750492288,2700,"rental","Sisli",2,2,7,2,4.83,0,2,"t","1","1","1","0","0","1","0","0","1","0","1"
"13011",749119869294909312,1050,"rental","Fatih",5,1,2,4,5,1,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"13012",749121179303337216,14000,"rental","Esenyurt",4,1,1,2,4.83,0,3,"t","0","0","0","0","0","0","0","0","0","0","0"
"13013",749121698563358592,2232,"rental","Sisli",5,1,3,3,5,1,2,"t","1","1","0","0","0","1","0","0","0","0","1"
"13014",749129658680755200,1950,"rental","Kadikoy",2,1,1,1,4.83,0,1,"t","1","1","0","0","0","0","0","0","1","1","0"
"13015",749135799290851840,1342,"rental","Bagcilar",3,1,3,1,4.83,0,1,"f","1","0","0","0","0","0","1","0","0","0","0"
"13016",749151599749625984,1171,"rental","Sisli",3,1,3,1,4.83,0,1,"f","1","1","1","0","0","0","0","0","0","0","1"
"13017",749151638855586304,1700,"rental","Beyoglu",4,1,3,2,4.83,0,1,"f","1","1","0","0","0","0","0","0","1","0","0"
"13018",749164648531612800,1042,"rental","Sisli",2,1,3,1,4,1,NA,"t","1","1","0","0","0","0","0","0","0","0","1"
"13019",749199036990591488,936,"rental","Beyoglu",4,1,2,2,4.75,4,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"13020",749245376437319424,1076,"rental","Sariyer",2,1,6,2,4.83,0,2,"t","1","0","0","0","0","0","0","0","0","0","0"
